Table S1. Identification and collection information for all specimens submitted to BOLD in this study.,,,,
NID #,Species name,Collection location,GenBank COI Acc. #,Other GenBank Accessions associated with the specimen
N1031,Ogma seymouri,"USA: West Point, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290582,
N1033,Ogma seymouri,"USA: West Point, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290583,
N2631,Ogma seymouri,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290584,
N2632,Ogma seymouri,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290585,
N2633,Ogma seymouri,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290586,
N2636,Ogma seymouri,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290587,KX344498 (NC18S)
N2736,Ogma seymouri,"USA: Dude Mountain Trail, Tongass National Forest, Ketchikan Gateway Borough, Alaska",KX290588,
N2737,Ogma seymouri,"USA: Dude Mountain Trail, Tongass National Forest, Ketchikan Gateway Borough, Alaska",KX290589,
N2738,Ogma seymouri,"USA: Dude Mountain Trail, Tongass National Forest, Ketchikan Gateway Borough, Alaska",KX290590,
N2750,Ogma seymouri,"USA: Dude Mountain Trail, Tongass National Forest, Ketchikan Gateway Borough, Alaska",KX290591,
N2751,Ogma seymouri,"USA: Deer Mountain, Tongass National Forest, Ketchikan Gateway Borough, Alaska",KX290592,
N2752,Ogma seymouri,"USA: Deer Mountain, Tongass National Forest, Ketchikan Gateway Borough, Alaska",KX290593,
N2753,Ogma seymouri,"USA: Deer Mountain, Tongass National Forest, Ketchikan Gateway Borough, Alaska",KX290594, MF094933 (NC18S)
N2754,Ogma seymouri,"USA: Deer Mountain, Tongass National Forest, Ketchikan Gateway Borough, Alaska",KX290595,
N2767,Ogma seymouri,"USA: Brown Mountain Road, Tongass National Forest, Ketchikan Gateway Borough, Alaska",KX290576,
N2769,Ogma seymouri,"USA: Brown Mountain Road, Tongass National Forest, Ketchikan Gateway Borough, Alaska",KX290596,
N2772,Ogma seymouri,"USA: Brown Mountain Road, Tongass National Forest, Ketchikan Gateway Borough, Alaska",KX290597,
N2773,Ogma seymouri,"USA: Brown Mountain Road, Tongass National Forest, Ketchikan Gateway Borough, Alaska",KX290598,
N2779,Ogma seymouri,"USA: Ward Lake, Tongass National Forest, Ketchikan Gateway Borough, Alaska",KX290599,MF094940 (NC18S)
N2780,Ogma seymouri,"USA: Ward Lake, Tongass National Forest, Ketchikan Gateway Borough, Alaska",KX290600,
N2781,Ogma seymouri,"USA: Ward Lake, Tongass National Forest, Ketchikan Gateway Borough, Alaska",KX290601,
N5977,Ogma seymouri,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290577,
N5982,Ogma seymouri,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290578,
N5983,Ogma seymouri,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290579,
N5993,Ogma seymouri,"USA: Brushy Mountain, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",KX290580,
N7109,Ogma seymouri,"USA: Maddron Bald Trail, Heath 58, Site 1, Great Smoky Mountains National Park (GRSM), Cocke County, Tennessee",MN711327,
N7110,Ogma seymouri,"USA: Maddron Bald Trail, Heath 58, Site 1, Great Smoky Mountains National Park (GRSM), Cocke County, Tennessee",MN711328,
N7137,Ogma seymouri,"USA: Heath 58, Site 2, Maddron Bald Trail, Great Smoky Mountains National Park (GRSM), Cocke County, Tennessee",MN711329,
N8781,Ogma seymouri,"USA: Brendan C. Byrne State Forest, Burlington County, New Jersey",MN711330,
P135038,Ogma sp.,"Costa Rica: La Selva Biological Station, Plot 802",MN711331,EU880151 (18S-3’)
P184013,Ogma sp.,Costa Rica: La Selva Biological Station,MN711332,FJ489567 (18S-3’)
P214061,Ogma sp.,"Costa Rica: OTS Las Cruces Biological Station, Puntarenas Province, Coto Brus County",MN711333,HM115994 (18S-3’)
P214064,Ogma sp.,"Costa Rica: La Selva Biological Station, Heredia Province, Sarapiqui County",MN711334,FJ489583 (18S-3’)
P214065,Ogma sp.,"Costa Rica: La Selva Biological Station, Heredia Province, Sarapiqui County",MN711335,FJ489584 (18S-3’)
P214066,Ogma sp.,"Costa Rica: Braulio Carrillo National Park, Heredia Province",MN711336,FJ489585 (18S-3’)
P214067,Ogma sp.,"Costa Rica: Braulio Carrillo National Park, Heredia Province",MN711337,"FJ489586 (18S-3’),"
P214068,Ogma sp.,"Costa Rica: Braulio Carrillo National Park, Heredia Province",MN711338,FJ489587 (18S-3’)
P214074,Ogma sp.,"Costa Rica: OTS Las Cruces Biological Station, Puntarenas Province, Coto Brus County",MN711339,FJ489590 (18S-3’)
P214075,Ogma sp.,"Costa Rica: OTS Las Cruces Biological Station, Puntarenas Province, Coto Brus County",MN711340,HM116000 (18S-3’)
N7047,Ogma tenuicaudatus,Nepal: Chalti,MN711341,
N281,Paratylenchus projectus,"USA: Hitchcock County, Nebraska",MF770889,
N876,Paratylenchus projectus,"USA: Burke County, North Dakota",MN711342,
N878,Paratylenchus projectus,"USA: Steele County, North Dakota",MF770890,MF094897 (NC18S)
N879,Paratylenchus projectus,"USA: Steele County, North Dakota",MN711343,
N881,Paratylenchus projectus,"USA: Fremont County, Wyoming",MN711344,
N1069,Paratylenchus projectus,"USA: Bangtail Ridge, Custer Gallatin National Forest, Gallatin County, Montana",MN711345,
N1070,Paratylenchus projectus,"USA: Bangtail Ridge, Custer Gallatin National Forest, Gallatin County, Montana",MN711346,
N5733,Paratylenchus projectus,"USA: Whitetail Creek, Black Hills National Forest, Lawrence County, South Dakota",MN711347,
N7131,Paratylenchus projectus,"USA: Spink County, South Dakota",MN711348,
N7134,Paratylenchus projectus,"USA: Bowman County, North Dakota",MN711349,
N10947,Paratylenchus projectus,"Canada: Summerland, British Columbia Province",MN711350,
N10948,Paratylenchus projectus,"Canada: Summerland, British Columbia Province",MN711351,
N2508,Paratylenchus sp.,"USA: Jepson Prairie Preserve, Solano County, CA",MF770905,MF094926 (NC18S)
N3949,Paratylenchus sp.,"USA: Kirby Creek Trail, Turkey Creek Unit, Big Thicket National Preserve (BITH), Hardin County, Texas",MN711352,
N4238,Paratylenchus sp.,"USA: Canyonlands-South Unit, Big Thicket National Preserve (BITH), Tyler County, Texas",MN711353,
N4295,Paratylenchus sp.,"USA: Canyonlands-South Unit, Big Thicket National Preserve (BITH), Tyler County, Texas",MN711354,
N7184,Paratylenchus sp.,"USA: Sandoval County, New Mexico",MN711355,
N7185,Paratylenchus sp.,"USA: Sandoval County, New Mexico",MN711356,
N7186,Paratylenchus sp.,"USA: Sandoval County, New Mexico",MN711357,
N8221,Paratylenchus sp.,"Canada: Newport Forest, Ontario",MN711358,
N8240,Paratylenchus sp.,"Canada: Newport Forest, Ontario",MN711359,
N8297,Paratylenchus sp.,"Canada: Mt. St. Hilaire, Quebec",MN711360,
N8406,Paratylenchus sp.,"USA: Canyonlands-North Unit, Big Thicket National Preserve (BITH), Tyler County, Texas",MN711361,
N8411,Paratylenchus sp.,"USA: Canyonlands-North Unit, Big Thicket National Preserve (BITH), Tyler County, Texas",MN711362,
N8427,Paratylenchus sp.,"USA: Canyonlands-South Unit, Big Thicket National Preserve (BITH), Tyler County, Texas",MN711363,
N8527,Paratylenchus sp.,"Ireland: Galway County, Connacht",MN711364,
N8540,Paratylenchus sp.,"Ireland: Galway County, Connacht",MN711365,
N8550,Paratylenchus sp.,"Ireland: Connacht, Galway County",MN711366,
N8554,Paratylenchus sp.,"Ireland: Connacht, Galway County",MN711367,
N8557,Paratylenchus sp.,"Ireland: Connacht, Galway County",MN711368,
N8566,Paratylenchus sp.,"Ireland: Connacht, Galway County",MN711369,
N8680,Paratylenchus sp.,"Norway: Hjerkinn, Oppland",MN711370,
N8693,Paratylenchus sp.,"Norway: Hjerkinn, Oppland",MN711371,
N8981,Paratylenchus sp.,"USA: Henning Conservation Area, Glade 83, Taney County, Missouri",MN711372,
N8995,Paratylenchus sp.,"USA: Henning Conservation Area, Glade 83, Taney County, Missouri",MN711373,
N9210,Paratylenchus sp.,"USA: Heath 48, Site 1, Maddron Bald Trail, Great Smoky Mountains National Park (GRSM), Cocke County, Tennessee",MN711374,
N9310,Paratylenchus sp.,"Canada: Mt. St. Hilaire, Quebec",MN711375,
N9324,Paratylenchus sp.,"Canada: Mt. St. Hilaire, Quebec",MN711376,
N9383,Paratylenchus sp.,"Poland: Dabrowka, Warmian-Masuria",MN711377,
N9399,Paratylenchus sp.,"Poland: Dabrowka, Warmian-Masuria",MN711378,
N9461,Paratylenchus sp.,"USA: Peck Ranch Conservation Area, Glade 24, Carter County Missouri",MN711379,
N10949,Paratylenchus sp.,"Canada: Summerland, British Columbia Province",MN711380,
P183016,Trophotylenchulus sp.,Costa Rica: La Selva Biological Station,MN711381,FJ489541 (18S-3’)
P183051,Trophotylenchulus sp.,Costa Rica: La Selva Biological Station,MN711382,FJ489547 (18S-3’)
P140015,Tylenchocriconema alleni,"Costa Rica: La Selva Biological Station, Plot 803",MN711383,EU880060 (18S-3’)
P183017,Tylenchocriconema alleni,Costa Rica: La Selva Biological Station,MN711384,FJ489542 (18S-3’)
P183026,Tylenchocriconema alleni,Costa Rica: La Selva Biological Station,MN711385,FJ489544 (18S-3’)
N14,Xenocriconemella macrodora,"USA: Fort Snelling Trail, Hennepin County, Minnesota",MN711386,FJ489598 (18S-3’)
N256,Xenocriconemella macrodora,"USA: Savannah National Wildlife Refuge, Jasper County, South Carolina",MN711387,
N259,Xenocriconemella macrodora,"USA: Savannah National Wildlife Refuge, Jasper County, South Carolina",MN711388,
N270,Xenocriconemella macrodora,"USA: Long Branch Stream Valley Park, Accotink Watershed, Fairfax County, Virginia",MN711389,
N274,Xenocriconemella macrodora,"USA: Jonathan Dickinson State Park, Martin County, Florida",MN711390,
N602,Xenocriconemella macrodora,"USA: SDSU Oak Lake Field Station, Brookings County, South Dakota",MN711391,
N604,Xenocriconemella macrodora,"USA: Glendalough State Park, Otter Tail County, Minnesota",MN711392,
N772,Xenocriconemella macrodora,"USA: Chimney Creek, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711393,
N937,Xenocriconemella macrodora,"USA: Indian Gap, Great Smoky Mountains National Park (GRSM), Swain County, North Carolina",MN711394,
N971,Xenocriconemella macrodora,"USA: Indian Gap, Great Smoky Mountains National Park (GRSM), Swain County, North Carolina",MN711395,
N972,Xenocriconemella macrodora,"USA: Indian Gap, Great Smoky Mountains National Park (GRSM), Swain County, North Carolina",MN711396,
N1111,Xenocriconemella macrodora,"USA: Frederick County, Maryland",MN711397,
N1128,Xenocriconemella macrodora,"USA: Avoca Prairie and Oak Savanna State Natural Area, Iowa County, Wisconsin",MN711398,
N1209,Xenocriconemella macrodora,"USA: Pine Cliff State Natural Area, Govenor Dodge State Park, Iowa County, Wisconsin",MN711399,
N1210,Xenocriconemella macrodora,"USA: Pine Cliff State Natural Area, Govenor Dodge State Park, Iowa County, Wisconsin",MN711400,
N1212,Xenocriconemella macrodora,"USA: Long Branch Stream Valley Park, Accotink Creek Watershed, Fairfax County, Virgina",MF770894,MF094906 (NC18S)
N1213,Xenocriconemella macrodora,"USA: Long Branch Stream Valley Park, Accotink Creek Watershed, Fairfax County, Virgina",MF770895,MF094907 (NC18S)
N2837,Xenocriconemella macrodora,"USA: Double Springs Gap, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711401,
N2843,Xenocriconemella macrodora,"USA: Double Springs Gap, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711402,
N2854,Xenocriconemella macrodora,"USA: Double Springs Gap, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711403,
N2871,Xenocriconemella macrodora,"USA: Double Springs Gap, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711404,
N3018,Xenocriconemella macrodora,"USA: Beech Gap Forest, Trillium Gap, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711405,
N3105,Xenocriconemella macrodora,"USA: Ponce de Leon State Park, Holmes County, Florida",MN711406,
N3115,Xenocriconemella macrodora,"USA: Tunica Hills State Wildlife Refuge, West Feliciana Parish, Louisiana",MN711407,
N3116,Xenocriconemella macrodora,"USA: Tunica Hills State Wildlife Refuge, West Feliciana Parish, Louisiana",MN711408,
N3120,Xenocriconemella macrodora,"USA: Tunica Hills State Wildlife Refuge, West Feliciana Parish, Louisiana",MN711409,
N3132,Xenocriconemella macrodora,"USA: Ponce de Leon State Park, Holmes County, Florida",MN711410,
N3141,Xenocriconemella macrodora,"USA: Ponce de Leon State Park, Holmes County, Florida",MF770941,MF094973 (NC18S)
N3142,Xenocriconemella macrodora,"USA: Ponce de Leon State Park, Holmes County, Florida",MN711411,
N3184,Xenocriconemella macrodora,"USA: Lee County, South of Marianna, Arkansas",MN711412,
N3217,Xenocriconemella macrodora,"USA: Big Sandy Creek Unit, Big Thicket National Preserve (BITH), Polk County, Texas",MN711413,
N3228,Xenocriconemella macrodora,"USA: Purchase Knob, Great Smoky Mountains National Park (GRSM), Haywood County, North Carolina",MN711414,
N3252,Xenocriconemella macrodora,"USA: Oconaluftee, Great Smoky Mountains National Park (GRSM), Swain County, North Carolina",MN711415,
N3338,Xenocriconemella macrodora,"USA: Torreya State Park, Liberty County, Florida",MN711416,
N3380,Xenocriconemella macrodora,"USA: Albright Grove, Great Smoky Mountains National Park (GRSM), Cocke County, Tennessee",MN711417,
N3386,Xenocriconemella macrodora,"USA: Albright Grove, Great Smoky Mountains National Park (GRSM), Cocke County, Tennessee",MN711418,
N3427,Xenocriconemella macrodora,"USA: Sapelo Island, Georgia Coastal Ecosystem LTER, McIntosh County, Georgia",MN711419,
N3440,Xenocriconemella macrodora,"USA: Indian Gap, Great Smoky Mountains National Park (GRSM), Swain County, North Carolina",MN711420,
N3441,Xenocriconemella macrodora,"USA: Indian Gap, Great Smoky Mountains National Park (GRSM), Swain County, North Carolina",MN711421,
N3442,Xenocriconemella macrodora,"USA: Indian Gap, Great Smoky Mountains National Park (GRSM), Swain County, North Carolina",MN711422,
N3443,Xenocriconemella macrodora,"USA: Indian Gap, Great Smoky Mountains National Park (GRSM), Swain County, North Carolina",MN711423,
N3444,Xenocriconemella macrodora,"USA: Indian Gap, Great Smoky Mountains National Park (GRSM), Swain County, North Carolina",MN711424,
N3474,Xenocriconemella macrodora,"USA: Bald Cypress Swamp, Wakulla Springs State Park, Wakulla County, Florida",MN711425,
N3478,Xenocriconemella macrodora,"USA: Trillium Gap, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711426,
N3479,Xenocriconemella macrodora,"USA: Trillium Gap, Great Smoky Mountains National Park (GRSM), Sevier County, Tennessee",MN711427,
N3482,Xenocriconemella macrodora,"USA: Bald Cypress Swamp, Wakulla Springs State Park, Wakulla County, Florida",MN711428,
N3483,Xenocriconemella macrodora,"USA: Bald Cypress Swamp, Wakulla Springs State Park, Wakulla County, Florida",MF770950,MF095001 (NC18S)
N3484,Xenocriconemella macrodora,"USA: Bald Cypress Swamp, Wakulla Springs State Park, Wakulla County, Florida",MN711429,
N3497,Xenocriconemella macrodora,"USA: Cataloochee, Great Smoky Mountains National Park (GRSM), Haywood County, North Carolina",MN711430,
N3582,Xenocriconemella macrodora,"USA: Canyonlands-North Unit, Big Thicket National Preserve (BITH), Tyler County, Texas",MN711431,
N3644,Xenocriconemella macrodora,"USA: Neches Bottom and Jack Gore Baygall Unit (NBJG), Big Thicket National Preserve (BITH), Hardin County, Texas",MN711432,
N3649,Xenocriconemella macrodora,"USA: Neches Bottom and Jack Gore Baygall Unit (NBJG), Big Thicket National Preserve (BITH), Hardin County, Texas",MN711433,
N3653,Xenocriconemella macrodora,"USA: Neches Bottom and Jack Gore Baygall Unit (NBJG), Big Thicket National Preserve (BITH), Hardin County, Texas",MN711434,
N5605,Xenocriconemella macrodora,"USA: Canyonlands-South Unit, Big Thicket National Preserve (BITH), Tyler County, Texas",MN711435,
N5853,Xenocriconemella macrodora,"USA: Simes Tract, Harvard Forest LTER, Worcester County, Massachusetts",MN711436,
N8226,Xenocriconemella macrodora,"Canada: Newport Forest, Ontario",MN711437,
N8402,Xenocriconemella macrodora,"USA: Canyonlands-North Unit, Big Thicket National Preserve (BITH), Tyler County, Texas",MN711438,
N8417,Xenocriconemella macrodora,"USA: Canyonlands-North Unit, Big Thicket National Preserve (BITH), Tyler County, Texas",MN711439,
N9348,Xenocriconemella macrodora,"USA: Drury-Mincy Conservation Area, Glade 5, Taney County, Missouri",MN711440,
N9434,Xenocriconemella macrodora,"USA: Grahamwood Forest, Yancey County, North Carolina",MN711441,
P201088,Xenocriconemella macrodora,"USA: Blue Mounds State Park, Dane County, Wisconsin",MN711442,HM116014 (18S-3’)
P201089,Xenocriconemella macrodora,"USA: Blue Mounds State Park, Dane County, Wisconsin",MN711443,HM116015 (18S-3’)
P201090,Xenocriconemella macrodora,"USA: Blue Mounds State Park, Dane County, Wisconsin",MN711444,HM116016 (18S-3’)
